,id,Name,position,team,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date
19,369567,Erik Thommy,Left Midfield,vfb-stuttgart,21/22,Shoulder Injury,132,"Aug 21, 2021","Dec 31, 2021",21/22,Corona virus,18,"Jul 29, 2021","Aug 16, 2021",19/20,Fitness,24,"Apr 7, 2020","May 1, 2020",19/20,Cruciate Ligament Rupture,262,"Jul 19, 2019","Apr 6, 2020",18/19,Syndesmotic ligament tear,108,"Nov 6, 2018","Feb 22, 2019",18/19,Knee Problems,25,"Sep 30, 2018","Oct 25, 2018",17/18,Metatarsal Fracture,187,"Mar 10, 2018","Sep 13, 2018",17/18,Torn Collateral Ligament,11,"Nov 27, 2017","Dec 8, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,612826,Mateo Klimowicz,Attacking Midfield,vfb-stuttgart,20/21,Cruciate Ligament Rupture,232,"Mar 21, 2021","Nov 8, 2021",20/21,Rest ,2,"Dec 22, 2020","Dec 24, 2020",19/20,Periostitis,6,"Sep 24, 2019","Sep 30, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,405674,Philipp F??rster,Attacking Midfield,vfb-stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,129358,Daniel Didavi,Attacking Midfield,vfb-stuttgart,20/21,Quarantine,22,"Apr 19, 2021","May 11, 2021",19/20,Fitness,7,"Feb 24, 2020","Mar 2, 2020",19/20,Cruciate Ligament Rupture,211,"Jul 27, 2019","Feb 23, 2020",18/19,Abdominal Influenza,5,"Jan 31, 2019","Feb 5, 2019",17/18,Double Torn Ligament,44,"Oct 14, 2017","Nov 27, 2017",13/14,Ankle Injury,21,"Sep 9, 2013","Sep 30, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,386786,Philipp Klement,Attacking Midfield,vfb-stuttgart,20/21,Fitness,7,"Feb 22, 2021","Mar 1, 2021",20/21,Nasal Bone Fracture,11,"Feb 10, 2021","Feb 21, 2021",20/21,Bruise,7,"Oct 14, 2020","Oct 21, 2020",16/17,Unknown Injury,86,"Nov 19, 2016","Feb 13, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,60394,Lilian Egloff,Attacking Midfield,vfb-stuttgart,19/20,Ankle problems,17,"Sep 26, 2019","Oct 13, 2019",18/19,Tear in the abductor muscle,15,"Feb 16, 2019","Mar 3, 2019",17/18,Stretched Ligament,17,"Dec 14, 2017","Dec 31, 2017",17/18,Thigh Muscle Strain,13,"Sep 1, 2017","Sep 14, 2017",16/17,Tear in a joint capsule,20,"Mar 14, 2017","Apr 3, 2017",16/17,Muscular problems,25,"Sep 16, 2016","Oct 11, 2016",15/16,Knee Injury,9,"Apr 4, 2016","Apr 13, 2016",15/16,Fitness,20,"Feb 25, 2016","Mar 16, 2016",15/16,Hamstring Injury,28,"Jan 28, 2016","Feb 25, 2016",15/16,Muscle Injury,11,"Nov 26, 2015","Dec 7, 2015",15/16,Bruise,21,"Jul 16, 2015","Aug 6, 2015",,,,,,,,,,,,,,,,,,,,
25,538971,Nicol??s Gonz??lez,Left Winger,vfb-stuttgart,21/22,Achilles tendon problems,4,"Nov 5, 2021",-,21/22,Fitness,14,"Sep 8, 2021","Sep 22, 2021",21/22,Calf Injury,50,"Jul 19, 2021","Sep 7, 2021",19/20,Calf Injury,16,"Aug 11, 2020","Aug 27, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,486031,Tanguy Coulibaly,Left Winger,vfb-stuttgart,21/22,Corona virus,14,"Oct 26, 2021",-,20/21,Torn Muscle Fibre,67,"Mar 31, 2021","Jun 6, 2021",20/21,Torn Muscle Fibre,36,"Feb 7, 2021","Mar 15, 2021",20/21,Ruptured intraarticular ligament initiation in knee,17,"Nov 22, 2020","Dec 9, 2020",20/21,Fitness,8,"Oct 6, 2020","Oct 14, 2020",20/21,Torn muscle bundle,30,"Sep 5, 2020","Oct 5, 2020",19/20,Pulled hamstring at the adductors,17,"Feb 9, 2020","Feb 26, 2020",19/20,Bruise,12,"Sep 28, 2019","Oct 10, 2019",18/19,Muscle Injury,16,"Jan 20, 2018","Feb 5, 2018",18/19,Ankle Injury,10,"Oct 29, 2017","Nov 8, 2017",,,,,,,,,,,,,,,,,,,,,,,,,
27,540302,Darko Churlinov,Right Winger,vfb-stuttgart,20/21,Adductor problems,14,"May 10, 2021","May 24, 2021",20/21,Muscular problems,14,"Sep 1, 2020","Sep 15, 2020",19/20,Fever,5,"Jan 25, 2020","Jan 30, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,618425,Momo Ciss??,Right Winger,vfb-stuttgart,21/22,Fitness,6,"Aug 18, 2021","Aug 24, 2021",21/22,Corona virus,19,"Jul 29, 2021","Aug 17, 2021",20/21,Ruptured intraarticular ligament initiation in knee,54,"May 8, 2021","Jul 1, 2021",19/20,Bruise,5,"Feb 21, 2020","Feb 26, 2020",19/20,Hamstring Injury,19,"Sep 17, 2019","Oct 6, 2019",19/20,Bruised Knee,11,"Aug 29, 2019","Sep 9, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,572919,Sasa Kalajdzic,Centre-Forward,vfb-stuttgart,21/22,Ligament Injury,319,"Aug 15, 2021","Jun 30, 2022",20/21,Knee Problems,20,"Mar 13, 2021","Apr 2, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,195246,Mohamed Sankoh,Centre-Forward,vfb-stuttgart,17/18,Problems with the hip flexor,7,"Jan 25, 2018","Feb 1, 2018",17/18,Cold,4,"Dec 14, 2017","Dec 18, 2017",16/17,Acromioclavicular Separation,42,"Jan 23, 2017","Mar 6, 2017",16/17,Influenza,4,"Oct 13, 2016","Oct 17, 2016",13/14,Ankle Injury,11,"Feb 13, 2014","Feb 24, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,293194,Hamadi Al Ghaddioui,Centre-Forward,vfb-stuttgart,20/21,Tear in a joint capsule,18,"Apr 16, 2021","May 4, 2021",20/21,Knee Problems,10,"Mar 22, 2021","Apr 1, 2021",20/21,Muscular problems,7,"Jan 21, 2021","Jan 28, 2021",20/21,Back trouble,13,"Oct 14, 2020","Oct 27, 2020",19/20,Edema in the knee,140,"Mar 13, 2020","Jul 31, 2020",19/20,Ill,1,"Feb 16, 2020","Feb 17, 2020",19/20,Fitness,12,"Nov 13, 2019","Nov 25, 2019",19/20,Concussion,38,"Oct 5, 2019","Nov 12, 2019",19/20,Cold,4,"Sep 12, 2019","Sep 16, 2019",19/20,Ankle problems,9,"Jul 7, 2019","Jul 16, 2019",18/19,Ill,4,"Mar 30, 2019","Apr 3, 2019",18/19,Adductor problems,5,"Feb 27, 2019","Mar 4, 2019",18/19,Fitness,20,"Nov 20, 2018","Dec 10, 2018",18/19,Pubis bone contusion,37,"Oct 13, 2018","Nov 19, 2018",18/19,Back trouble,9,"Sep 14, 2018","Sep 23, 2018"
0,142281,Loris Karius,Goalkeeper,1-fc-union-berlin,21/22,Fitness,56,"Jun 1, 2021","Jul 27, 2021",20/21,Knee Surgery,309,"Jul 26, 2020","May 31, 2021",15/16,Dead Leg,0,"Feb 8, 2016","Feb 8, 2016",15/16,Knock,0,"Jan 7, 2016","Jan 7, 2016",15/16,Thigh Problems,0,"Nov 30, 2015","Nov 30, 2015",15/16,Bruised Rib,0,"Nov 5, 2015","Nov 5, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,392156,Andreas Luthe,Goalkeeper,1-fc-union-berlin,21/22,Unknown Injury,23,"Oct 17, 2021",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,41323,Lennart Moser,Goalkeeper,1-fc-union-berlin,20/21,Knee Problems,8,"Feb 21, 2021","Mar 1, 2021",20/21,Fitness,3,"Feb 18, 2021","Feb 21, 2021",19/20,Unknown Injury,18,"Jun 25, 2020","Jun 7, 2020",18/19,Muscular problems,11,"Sep 11, 2018","Sep 22, 2018",17/18,Back trouble,9,"Jan 5, 2018","Jan 14, 2018",17/18,Abdominal Influenza,10,"Oct 3, 2017","Oct 13, 2017",14/15,Back trouble,4,"Dec 15, 2014","Dec 19, 2014",14/15,Back trouble,31,"Aug 30, 2014","Sep 30, 2014",13-12,Knee Surgery,35,"Nov 13, 2012","Dec 18, 2012",13-12,laceration,14,"Oct 27, 2012","Nov 10, 2012",,,,,,,,,,,,,,,,,,,,,,,,,
3,36182,Jakob Busk,Goalkeeper,1-fc-union-berlin,21/22,Thigh Problems,11,"Oct 29, 2021","Nov 9, 2021",21/22,Foot Injury,2,"Oct 26, 2021","Oct 28, 2021",20/21,Muscular problems,8,"Apr 25, 2021","May 3, 2021",20/21,Torn muscle bundle,73,"Dec 5, 2020","Feb 16, 2021",19/20,Appendectomy,14,"Jun 15, 2020","Jun 29, 2020",19/20,Torn Ankle Ligament,102,"Mar 7, 2020","Jun 17, 2020",19/20,groin strain,42,"Oct 14, 2019","Nov 25, 2019",18/19,Thigh Problems,21,"May 10, 2019","May 31, 2019",18/19,Bruise,1,"Apr 25, 2019","Apr 26, 2019",17/18,Adductor problems,4,"Dec 15, 2017","Dec 19, 2017",17/18,Collarbone fracture,31,"Sep 18, 2017","Oct 19, 2017",16/17,Muscular problems,14,"Mar 16, 2017","Mar 30, 2017",16/17,Gastric problems,3,"Nov 14, 2016","Nov 17, 2016",16/17,Fitness,7,"Nov 7, 2016","Nov 14, 2016",16/17,Ligament Problems,77,"Aug 22, 2016","Nov 7, 2016"
4,196815,Nikolai Kemlein,Goalkeeper,1-fc-union-berlin,19/20,Hamstring Injury,70,"Jan 8, 2020","Mar 18, 2020",19/20,Adductor problems,34,"Nov 8, 2019","Dec 12, 2019",18/19,Torn Muscle Fibre,16,"Jan 16, 2019","Feb 1, 2019",18/19,Hamstring Injury,49,"Aug 12, 2018","Sep 30, 2018",17/18,Bruised Foot,5,"Apr 28, 2018","May 3, 2018",17/18,Influenza,11,"Feb 22, 2018","Mar 5, 2018",17/18,Knee Problems,30,"Dec 3, 2017","Jan 2, 2018",17/18,Ligament Problems,28,"Oct 27, 2017","Nov 24, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,94201,Marvin Friedrich,Centre-Back,1-fc-union-berlin,21/22,Ill,6,"Jul 6, 2021","Jul 12, 2021",16/17,Strain,16,"Oct 29, 2016","Nov 14, 2016",15/16,Torn ankle ligament,70,"Sep 17, 2015","Nov 26, 2015",13/14,Infection,3,"Aug 12, 2013","Aug 15, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,295313,Nico Schlotterbeck,Centre-Back,1-fc-union-berlin,20/21,Torn muscle bundle,81,"Feb 19, 2021","May 11, 2021",19/20,Concussion,15,"Jun 15, 2020","Jun 30, 2020",17/18,Hamstring Injury,78,"Apr 13, 2018","Jun 30, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,388198,Robin Knoche,Centre-Back,1-fc-union-berlin,20/21,Hamstring Injury,55,"Nov 17, 2020","Jan 11, 2021",20/21,Torn Muscle Fibre,44,"Oct 3, 2020","Nov 16, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,421726,Florian H??bner,Centre-Back,1-fc-union-berlin,20/21,Hamstring Injury,22,"Nov 8, 2020","Nov 30, 2020",20/21,Hamstring Injury,25,"Aug 30, 2020","Sep 24, 2020",18/19,Hamstring Injury,13,"Oct 21, 2018","Nov 3, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,75921,Mathis Bruns,Centre-Back,1-fc-union-berlin,20/21,Muscular problems,10,"Oct 25, 2020","Nov 4, 2020",19/20,Ill,5,"Jan 14, 2020","Jan 19, 2020",17/18,Influenza,4,"Feb 12, 2018","Feb 16, 2018",16/17,Shoulder Injury,23,"Oct 30, 2016","Nov 22, 2016",15/16,Knee Injury,36,"Mar 17, 2016","Apr 22, 2016",13/14,Nasal Bone Fracture,2,"Mar 3, 2014","Mar 5, 2014",13-12,Back trouble,14,"Aug 13, 2012","Aug 27, 2012",12-11,Adductor problems,6,"May 15, 2012","May 21, 2012",12-11,Ill,2,"May 12, 2012","May 14, 2012",12-11,Muscular problems,14,"Mar 21, 2012","Apr 4, 2012",12-11,Flu,4,"Feb 9, 2012","Feb 13, 2012",12-11,Muscular problems,8,"Nov 8, 2011","Nov 16, 2011",11-10,Adductor problems,9,"May 12, 2011","May 21, 2011",11-10,Pubitis,71,"Dec 15, 2010","Feb 24, 2011",10-9,Bruise,19,"Sep 11, 2009","Sep 30, 2009"
10,203411,Christopher Lenz,Left-Back,1-fc-union-berlin,21/22,Ill,4,"Oct 1, 2021","Oct 5, 2021",20/21,Muscular problems,14,"May 4, 2021","May 18, 2021",20/21,Knock,5,"Oct 22, 2020","Oct 27, 2020",19/20,Finger Injury,6,"Nov 11, 2019","Nov 17, 2019",17/18,Ankle Injury,31,"Apr 13, 2018","May 14, 2018",16/17,Hamstring Injury,21,"Feb 28, 2017","Mar 21, 2017",14/15,Hamstring Injury,27,"Apr 7, 2015","May 4, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,173491,Niko Gie??elmann,Left-Back,1-fc-union-berlin,21/22,Unknown Injury,10,"Oct 12, 2021","Oct 22, 2021",21/22,Unknown Injury,4,"Sep 18, 2021","Sep 22, 2021",21/22,Corona virus,19,"Jul 15, 2021","Aug 3, 2021",20/21,Calf Problems,9,"May 16, 2021","May 25, 2021",20/21,Ankle Injury,71,"Nov 16, 2020","Jan 26, 2021",19/20,Ruptured intraarticular ligament initiation in knee,37,"Nov 12, 2019","Dec 19, 2019",18/19,Fitness,111,"Jun 4, 2019","Sep 23, 2019",17/18,Ankle Injury,437,"Mar 23, 2018","Jun 3, 2019",17/18,Fitness,3,"Sep 6, 2017","Sep 9, 2017",17/18,Torn Muscle Fibre,12,"Aug 25, 2017","Sep 6, 2017",17/18,Thigh Problems,3,"Aug 14, 2017","Aug 17, 2017",16/17,Metatarsal Fracture,63,"Sep 29, 2016","Dec 1, 2016",,,,,,,,,,,,,,,
12,188888,Julian Ryerson,Right-Back,1-fc-union-berlin,21/22,Muscular problems,19,"Jul 29, 2021","Aug 17, 2021",20/21,Ankle Surgery,57,"Mar 15, 2021","May 11, 2021",20/21,Ankle Inflammation,48,"Jan 26, 2021","Mar 15, 2021",20/21,Ankle Injury,5,"Jan 16, 2021","Jan 21, 2021",19/20,Fitness,7,"Jun 15, 2020","Jun 22, 2020",19/20,Torn Muscle Fibre,37,"May 8, 2020","Jun 14, 2020",19/20,Muscular problems,4,"Feb 19, 2020","Feb 23, 2020",19/20,Arm Injury,7,"Feb 11, 2020","Feb 18, 2020",19/20,Calf muscle strain,5,"Oct 16, 2019","Oct 21, 2019",17/18,Thigh Muscle Strain,75,"Feb 18, 2018","May 4, 2018",15/16,Knee Injury,37,"Feb 8, 2016","Mar 16, 2016",15/16,Leg Injury,29,"Dec 3, 2015","Jan 1, 2016",15/16,Foot Injury,26,"Nov 1, 2015","Nov 27, 2015",14/15,Foot Injury,59,"Feb 23, 2015","Apr 23, 2015",14/15,Fever,23,"Oct 31, 2014","Nov 23, 2014"
13,196231,Christopher Trimmel,Right-Back,1-fc-union-berlin,21/22,Corona virus,8,"Oct 20, 2021","Oct 28, 2021",21/22,Ill,3,"Jul 12, 2021","Jul 15, 2021",17/18,Flu,2,"Feb 17, 2018","Feb 19, 2018",16/17,Tear in the abductor muscle,111,"Jul 19, 2016","Nov 7, 2016",16/17,Rest ,0,"Jul 18, 2016","Jul 18, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,370789,Sebastian Griesbeck,Defensive Midfield,1-fc-union-berlin,21/22,Ill,2,"Oct 26, 2021","Oct 28, 2021",20/21,Muscular problems,4,"Feb 19, 2021","Feb 23, 2021",19/20,Back trouble,5,"Feb 13, 2020","Feb 18, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,392717,Robert Andrich,Central Midfield,1-fc-union-berlin,20/21,Hand Injury,85,"Feb 26, 2021","May 22, 2021",18/19,Knock,34,"Aug 27, 2018","Sep 30, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,387110,Grischa Pr??mel,Central Midfield,1-fc-union-berlin,20/21,Unknown Injury,2,"Mar 20, 2021","Mar 22, 2021",20/21,Ankle Injury,21,"Dec 10, 2020","Dec 31, 2020",17/18,Muscle Injury,28,"Sep 17, 2017","Oct 15, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,699702,Christian Gentner,Central Midfield,1-fc-union-berlin,21/22,Fractured Toe,54,"Jul 8, 2021","Aug 31, 2021",20/21,Quarantine,21,"Dec 7, 2020","Dec 28, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,19112,Fabio Schneider,Central Midfield,1-fc-union-berlin,21/22,Ill,2,"Sep 22, 2021","Sep 24, 2021",20/21,Fitness,6,"Jan 12, 2021","Jan 18, 2021",20/21,Calf Injury,29,"Dec 13, 2020","Jan 11, 2021",20/21,Calf Injury,21,"Nov 16, 2020","Dec 7, 2020",20/21,Calf Injury,23,"Sep 20, 2020","Oct 13, 2020",19/20,Back trouble,4,"Aug 22, 2019","Aug 26, 2019",18/19,Torn Muscle Fibre,27,"Apr 1, 2019","Apr 28, 2019",17/18,Fitness,18,"Oct 26, 2017","Nov 13, 2017",17/18,Fracture of the orbit,38,"Sep 18, 2017","Oct 26, 2017",15/16,Calf Strain,10,"Apr 25, 2016","May 5, 2016",15/16,Influenza,7,"Apr 7, 2016","Apr 14, 2016",15/16,Achilles tendon problems,3,"Mar 7, 2016","Mar 10, 2016",15/16,Ankle Injury,3,"Mar 7, 2016","Mar 10, 2016",15/16,Achilles tendon problems,35,"Sep 24, 2015","Oct 29, 2015",14/15,Ankle Injury,0,"Mar 9, 2015","Mar 9, 2015"
19,548803,Keita Endo,Left Winger,1-fc-union-berlin,21/22,Surgery,64,"Jun 28, 2021","Aug 31, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,85822,Joshua Mees,Left Winger,1-fc-union-berlin,21/22,Shoulder Injury,91,"Aug 10, 2021",-,20/21,Muscular problems,21,"May 4, 2021","May 25, 2021",20/21,Ill,6,"Mar 9, 2021","Mar 15, 2021",20/21,Adductor problems,13,"Dec 3, 2020","Dec 16, 2020",20/21,Adductor problems,3,"Nov 21, 2020","Nov 24, 2020",19/20,Foot Injury,11,"Jan 3, 2020","Jan 14, 2020",19/20,Tear in a joint capsule,92,"Jul 1, 2019","Oct 1, 2019",18/19,Muscular problems,13,"Apr 17, 2019","Apr 30, 2019",17/18,Ankle problems,12,"Apr 25, 2018","May 7, 2018",17/18,Stretched Ligament,20,"Mar 29, 2018","Apr 18, 2018",16/17,Influenza,4,"Sep 29, 2016","Oct 3, 2016",15/16,Back trouble,70,"Dec 14, 2015","Feb 22, 2016",14/15,Torn Muscle Fibre,49,"Nov 3, 2014","Dec 22, 2014",13/14,Ruptured ankle ligament,95,"Nov 14, 2013","Feb 17, 2014",13/14,Torn Muscle Fibre,18,"Jul 11, 2013","Jul 29, 2013"
21,153555,Tim Maciejewski,Left Winger,1-fc-union-berlin,21/22,Inflammation,20,"Jul 19, 2021","Aug 8, 2021",21/22,Minor Knock,4,"Jul 15, 2021","Jul 19, 2021",19/20,Medial Collateral Ligament Knee Injury,43,"Dec 7, 2019","Jan 19, 2020",18/19,Torn Ankle Ligament,20,"Jan 14, 2019","Feb 3, 2019",16/17,Plantar fascia,3,"Sep 28, 2016","Oct 1, 2016",15/16,Muscular problems,20,"Dec 12, 2015","Jan 1, 2016",15/16,Torn Muscle Fibre,23,"Nov 8, 2015","Dec 1, 2015",14/15,Foot Injury,24,"Nov 8, 2014","Dec 2, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,159088,Sheraldo Becker,Right Winger,1-fc-union-berlin,21/22,Adductor problems,4,"Aug 13, 2021","Aug 17, 2021",20/21,Toe Injury,3,"May 8, 2021","May 11, 2021",17/18,Knock,6,"Jul 27, 2017","Aug 2, 2017",16/17,Cold,3,"Apr 28, 2017","May 1, 2017",16/17,Muscular problems,20,"Mar 7, 2017","Mar 27, 2017",16/17,Influenza,5,"Oct 12, 2016","Oct 17, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,546343,Akaki Gogia,Right Winger,1-fc-union-berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,269878,Max Kruse,Second Striker,1-fc-union-berlin,20/21,Abdominal Strain,15,"Dec 13, 2020","Dec 28, 2020",20/21,Muscular problems,19,"Oct 28, 2020","Nov 16, 2020",19/20,Torn Muscle Fibre,19,"Aug 30, 2019","Sep 18, 2019",18/19,Knee Injury,143,"Mar 20, 2018","Aug 10, 2018",15/16,Meniscus Damage,69,"Feb 26, 2016","May 5, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,72792,Leon Dajaku,Second Striker,1-fc-union-berlin,20/21,Fitness,6,"Apr 7, 2021","Apr 13, 2021",20/21,Shoulder fracture,44,"Feb 21, 2021","Apr 6, 2021",18/19,Torn Muscle Fibre,16,"Apr 7, 2019","Apr 23, 2019",19/20,Bruise,13,"Oct 7, 2018","Oct 20, 2018",16/17,Adductor problems,5,"Apr 6, 2017","Apr 11, 2017",15/16,Stretched Ligament,7,"Aug 18, 2015","Aug 25, 2015",14/15,Tear in the abductor muscle,7,"May 18, 2015","May 25, 2015",13/14,Thigh Muscle Strain,2,"Dec 17, 2013","Dec 19, 2013",13/14,Twisted knee,7,"Sep 17, 2013","Sep 24, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,234029,Marius B??lter,Second Striker,1-fc-union-berlin,21/22,Groin Surgery,91,"Jun 1, 2021","Aug 31, 2021",20/21,Muscular problems,27,"May 4, 2021","May 31, 2021",20/21,Inflammation,14,"Jan 26, 2021","Feb 9, 2021",20/21,Unknown Injury,5,"Jan 16, 2021","Jan 21, 2021",20/21,Muscular problems,28,"Oct 21, 2020","Nov 18, 2020",19/20,Fitness,13,"Jan 15, 2020","Jan 28, 2020",19/20,Patella tendon irritation,140,"Aug 27, 2019","Jan 14, 2020",18/19,Leg Injury,29,"Dec 2, 2018","Dec 31, 2018",17/18,Knee Injury,14,"Apr 8, 2018","Apr 22, 2018",16/17,Fever,8,"Nov 14, 2016","Nov 22, 2016",16/17,Cold,8,"Nov 14, 2016","Nov 22, 2016",15/16,Tonsillitis,25,"Nov 26, 2015","Dec 21, 2015",,,,,,,,,,,,,,,
27,116088,Taiwo Awoniyi,Centre-Forward,1-fc-union-berlin,20/21,Corona virus,17,"Nov 6, 2020","Nov 23, 2020",18/19,Bruised Foot,7,"Aug 20, 2018","Aug 27, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,483974,Marcus Ingvartsen,Centre-Forward,1-fc-union-berlin,21/22,Appendectomy,29,"Jul 19, 2021","Aug 17, 2021",20/21,Corona virus,14,"Apr 15, 2021","Apr 29, 2021",20/21,Foot Injury,58,"Apr 3, 2021","May 31, 2021",19/20,Unknown Injury,20,"May 28, 2020","Jun 17, 2020",19/20,Muscular problems,5,"Feb 16, 2020","Feb 21, 2020",19/20,Ankle Injury,8,"Jul 6, 2019","Jul 14, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,92472,Joel Pohjanpalo,Centre-Forward,1-fc-union-berlin,21/22,Ill,3,"Nov 6, 2021",-,20/21,Fitness,81,"Aug 6, 2020","Oct 26, 2020",19/20,Cruciate Ligament Rupture,312,"Sep 28, 2019","Aug 5, 2020",17/18,Torn Ligament,24,"Mar 16, 2018","Apr 9, 2018",17/18,Heel pain,31,"Jul 22, 2017","Aug 22, 2017",16/17,Ruptured syndesmotic ligament,68,"Jan 29, 2017","Apr 7, 2017",15/16,Hamstring Injury,20,"Sep 7, 2015","Sep 27, 2015",13/14,Arch pain,4,"Aug 20, 2013","Aug 24, 2013",13-12,Flu,5,"Mar 29, 2013","Apr 3, 2013",13-12,Hip problems,7,"Aug 23, 2012","Aug 30, 2012",12-11,Ruptured lateral collateral ligament,76,"Feb 29, 2012","May 15, 2012",,,,,,,,,,,,,,,,,,,,
30,207597,Petar Musa,Centre-Forward,1-fc-union-berlin,21/22,Infection,7,"Sep 28, 2021","Oct 5, 2021",21/22,Minor Knock,4,"Jul 8, 2021","Jul 12, 2021",20/21,Knee Injury,23,"Apr 25, 2021","May 18, 2021",19/20,Quarantine,14,"Mar 12, 2020","Mar 26, 2020",19/20,Cheekbone Fracture,32,"Nov 21, 2019","Dec 23, 2019",19/20,Muscle Injury,18,"Jul 21, 2019","Aug 8, 2019",18/19,Problems with the hip flexor,52,"Oct 16, 2018","Dec 7, 2018",17/18,Knee Problems,11,"Feb 23, 2018","Mar 6, 2018",17/18,Cold,5,"Jan 5, 2018","Jan 10, 2018",16/17,Cruciate Ligament Strain,40,"Mar 3, 2017","Apr 12, 2017",16/17,Ligament Injury,7,"Oct 12, 2016","Oct 19, 2016",16/17,Muscular problems,17,"Jul 25, 2016","Aug 11, 2016",15/16,Knee Problems,21,"Jun 25, 2015","Jul 16, 2015",,,,,,,,,,
